RecID,First Name,Surname,Gender,Age,Date of birth,Years of experience,Education level,Country,Grade,Performance,Assembly,Machining,Welding,Additive,Painting,Control,Quality,Planning,Services,Shipping,Spoken languages,Intended department
0440321LNJ,Victoria,Colburn,female,67,1954-07-23,2,upper secondary,EU,E,10,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,"F,NL,GE,IT,",
6552646LMM,Edward,Hodge,male,59,1962-04-27,25,technical,Republic of Congo,A,90,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,"F,SP,NL,",
0667440ZJW,Terry,Puig,male,44,1977-04-11,18,upper secondary,EU,A,86,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,"EN,F,",
5107523MOE,Betty,Oh,female,43,1978-06-04,17,upper secondary,EU,B,70,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,"NL,",
1539629JBF,John,Drake,male,48,1973-11-15,1,master,United Kingdom,E,9,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,"F,SP,",
1626417ZFW,Richard,Summers,male,50,1971-06-21,18,technical,Republic of Cyprus,C,50,YES,NO,YES,NO,NO,YES,NO,YES,YES,NO,"SP,NL,",
7498207LAI,Robert,Utley,male,22,1999-05-09,0,doctorate,Republic of Cyprus,D,30,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,"F,SP,IT,",
2473588ZEY,Walter,Wessells,male,61,1960-06-26,11,bachelor,EU,E,10,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,"F,GE,IT,",
4052811SGB,Gary,Waller,male,21,2000-08-03,0,technical,EU,D,37,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,"EN,SP,GE,IT,",
1416681ESQ,Virgil,Torres,male,61,1960-06-29,4,master,EU,C,50,YES,NO,YES,NO,YES,NO,YES,NO,NO,NO,"NL,IT,",
1130862VOZ,Mary,Danforth,female,24,1997-10-29,0,master,Australia,A,90,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,"EN,F,SP,GE,IT,",
3856874ZXL,Jennifer,Blight,female,42,1979-01-22,6,doctorate,EU,C,50,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,"EN,F,NL,GE,",finance
5086277SEI,David,Hayes,male,41,1980-09-29,11,technical,EU,A,90,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES,"EN,IT,",
8365876PAZ,Susan,Shipman,female,61,1960-04-05,19,doctorate,EU,C,50,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,"EN,F,NL,GE,",finance
7319269PXL,Judy,Barron,female,63,1958-01-21,3,doctorate,EU,A,96,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,"F,SP,",
2192575TAY,Eric,Sacchetti,male,46,1975-08-17,20,upper secondary,EU,E,10,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,"EN,SP,NL,IT,",
7079182XRV,Jack,Funderburk,male,50,1971-03-03,15,doctorate,EU,E,10,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,"F,SP,NL,IT,",
7288773XGM,Paula,Thomas,female,46,1975-05-26,20,bachelor,EU,C,50,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,"GE,IT,",
2804304TNH,Gary,Fletcher,male,44,1977-07-29,1,upper secondary,Republic of Congo,D,30,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,"EN,F,NL,IT,",
1019597TAQ,Evelyn,Mccaleb,female,43,1978-05-26,7,bachelor,EU,D,30,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,"F,SP,NL,GE,IT,",
0435848LNW,Judith,Gonzalez,female,32,1988-12-28,5,master,EU,C,50,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,"SP,",
7863583SMY,Debra,Peiffer,female,62,1958-12-16,4,bachelor,EU,D,30,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,"NL,GE,",
3294685DXI,Karen,Hernandez,female,58,1963-02-02,22,upper secondary,EU,A,90,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,"SP,NL,GE,",
2727643XJB,David,Sollie,male,37,1984-01-17,11,upper secondary,EU,E,14,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,"F,SP,IT,",
1521338XYP,Armand,Lalinde,male,59,1962-03-31,32,doctorate,EU,B,64,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,"F,SP,GE,IT,",
6180720HTR,Jacquelyn,Zimmerman,female,44,1977-04-08,3,doctorate,Brazil,C,50,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,"F,SP,IT,",
6426000VYV,Walter,Lund,male,61,1960-06-01,31,master,EU,B,70,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,"F,GE,",
7457252RRF,Tyler,Abrams,male,27,1994-04-20,0,technical,EU,D,32,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,"F,NL,",
4250787AHG,Douglas,Whitcomb,male,55,1966-07-09,26,bachelor,EU,E,6,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,"GE,",
1868338QLO,Annie,Johnson,female,28,1993-01-30,2,upper secondary,EU,D,34,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,"EN,F,SP,NL,GE,IT,",
6913134LWC,Scott,Muse,male,21,2000-06-16,0,upper secondary,EU,E,10,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,"NL,GE,IT,",
2652736NTZ,Trevor,Perze,male,28,1993-04-24,2,bachelor,EU,C,50,YES,NO,NO,YES,YES,NO,YES,NO,YES,YES,"F,SP,",
6806834PLE,Linda,Coleman,female,51,1970-04-15,8,master,Republic of Cyprus,C,50,YES,NO,YES,NO,YES,YES,NO,NO,YES,NO,"EN,F,SP,NL,GE,IT,",
1467704FNX,Michael,Perry,male,37,1984-04-19,11,technical,EU,C,58,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,"EN,SP,GE,IT,",
5287410NTW,Penny,Patrick,female,47,1974-02-04,21,master,Australia,B,70,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,"EN,F,SP,NL,GE,",
7937945FUK,Rita,Clark,female,47,1973-12-24,21,technical,EU,A,92,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,"SP,IT,",
5813005XZA,Nancy,Osburn,female,45,1976-08-04,18,technical,EU,B,78,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,"SP,NL,",
3310906LFJ,Romona,Hines,female,31,1989-12-14,0,bachelor,USA,B,70,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,"NL,IT,",
3013039CAP,Juana,Maurer,female,53,1968-11-19,10,upper secondary,EU,A,90,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,"EN,NL,GE,",
6214273PHJ,Stephanie,Lennon,female,58,1963-10-27,8,upper secondary,EU,A,90,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,"F,SP,NL,GE,",
0125428ZBE,Lillian,Shisler,female,27,1994-05-25,1,technical,EU,E,10,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,"SP,GE,",
5602663GEI,Sue,Hurt,female,37,1984-05-24,11,doctorate,Czech Republic,D,30,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,"F,",
2425823ODG,Lauren,Roth,female,40,1981-04-23,14,upper secondary,EU,C,50,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,"SP,NL,",
3155136JPN,Lois,Blumberg,female,63,1958-01-25,22,master,EU,D,30,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,"F,SP,NL,GE,",
9087610KDM,Walter,Espino,male,65,1956-05-06,9,doctorate,Republic of South Africa,B,70,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,"EN,F,NL,GE,",
8129771QET,Douglas,Hinsley,male,28,1993-03-20,2,bachelor,Australia,C,53,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,"EN,F,SP,GE,IT,",
0262818UMX,Timothy,Dominique,male,22,1998-08-12,0,doctorate,EU,E,4,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,"EN,NL,IT,",
1351603QZI,Jacqueline,Cal,female,63,1958-03-24,0,master,USA,C,50,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,"F,SP,GE,IT,",
1092756HRI,Richard,Martin,male,32,1989-06-19,3,master,EU,D,30,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,"F,GE,IT,",
1598714AFE,Joyce,Douglas,female,35,1986-05-16,9,upper secondary,EU,D,30,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,"EN,SP,NL,GE,",
6030959CTI,Francis,Davis,male,62,1958-08-12,25,bachelor,EU,C,50,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,"SP,NL,",
9586480NRA,Linda,Ramey,female,23,1998-11-22,0,technical,EU,B,70,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,"SP,NL,",
4492074CHJ,Twyla,Brown,female,33,1988-10-18,3,upper secondary,Republic of South Africa,E,16,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,"EN,SP,GE,IT,",
9089583COI,Lorie,Robinette,female,44,1977-09-04,4,master,EU,D,29,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,"EN,F,GE,",
3544723MXL,Stephanie,Lindholm,female,30,1991-01-05,4,upper secondary,Australia,B,64,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,"F,NL,GE,",
2090599MNK,Jason,Mckeeman,male,41,1980-05-23,0,upper secondary,EU,A,90,NO,YES,YES,NO,YES,YES,YES,NO,NO,NO,"F,NL,IT,",
2079733LKV,Colleen,Mcbrien,female,59,1962-08-11,33,bachelor,EU,E,10,YES,NO,YES,NO,NO,NO,YES,NO,NO,YES,"SP,GE,IT,",
6100072VGJ,Mary,Tada,female,65,1956-06-27,31,bachelor,EU,D,36,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,"F,NL,IT,",
1084696IKR,Nicole,Manning,female,60,1961-06-03,9,master,EU,E,10,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,"SP,NL,GE,IT,",
8092347CAN,John,Whigham,male,33,1988-12-06,7,bachelor,EU,E,10,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,"EN,SP,NL,GE,",
2087410JCR,Reinaldo,Mertens,male,56,1964-12-14,9,doctorate,EU,E,10,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,"EN,F,SP,GE,IT,",
0602993MGO,Donald,Compton,male,63,1958-11-11,18,master,Brazil,D,27,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,"EN,F,SP,NL,GE,IT,",
9463037HNK,Kristopher,Lester,male,57,1964-08-11,2,master,EU,B,70,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,"EN,F,SP,NL,",
0130939LJL,Joyce,Ayotte,female,20,2001-05-28,0,upper secondary,EU,E,19,NO,YES,NO,YES,NO,YES,YES,YES,NO,NO,"EN,SP,NL,GE,IT,",
2412745HKY,Adam,Fuentes,male,19,2002-05-29,0,master,China,E,10,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,"EN,SP,",
8387843LKX,Donald,Hunt,male,54,1967-11-01,19,master,Republic of Cyprus,B,70,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,"SP,NL,",
7086103SKC,Irene,Carothers,female,44,1977-11-08,0,upper secondary,EU,A,90,YES,NO,NO,NO,YES,NO,YES,NO,YES,YES,"F,SP,NL,",
7182527AJL,Sheila,Dahl,female,18,2003-05-03,0,bachelor,EU,B,79,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,"EN,F,IT,",
3801891BYI,David,Shirley,male,24,1997-10-17,0,technical,EU,E,10,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,"F,SP,NL,GE,",
1078629FGT,Raquel,Petros,female,39,1982-01-02,13,master,EU,D,30,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,"GE,IT,",
1886522VCU,Yvette,Davis,female,64,1957-11-14,33,bachelor,EU,C,50,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,"F,NL,",
7944149ODR,Mary,Chan,female,31,1990-09-02,0,technical,United Kingdom,E,10,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,"EN,GE,IT,",
9169166HXY,Kent,Welch,male,51,1969-12-23,18,technical,EU,C,54,YES,YES,NO,NO,YES,NO,YES,YES,NO,NO,"EN,NL,GE,",
4234968UNT,Chery,Paolucci,female,27,1994-11-04,1,technical,Brazil,D,30,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,"EN,F,NL,IT,",
2354867MNK,Judy,Morrison,female,45,1976-03-04,5,upper secondary,EU,A,90,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,"SP,NL,GE,",
2675934SGL,Dolly,Young,female,37,1984-04-07,11,bachelor,Czech Republic,D,30,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,"EN,F,GE,",
4871729CJA,Anna,Wang,female,43,1978-02-20,17,master,EU,E,2,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,"EN,F,SP,GE,IT,",
2037418JDU,Denise,Kruchten,female,43,1978-10-25,11,bachelor,EU,C,51,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,"EN,SP,IT,",
5968954XXF,Erica,Larson,female,30,1991-01-17,0,master,EU,B,71,YES,YES,NO,YES,NO,YES,NO,YES,YES,NO,"F,SP,NL,GE,IT,",
8726301QXL,Jonathan,Zayas,male,36,1985-03-26,2,doctorate,EU,D,22,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,"EN,F,",
6537069NEO,Jennifer,Styles,female,54,1967-03-14,24,bachelor,Republic of Congo,E,14,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,"EN,F,NL,GE,",
0105794KSS,Robert,Bossler,male,62,1958-12-30,11,technical,China,A,90,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,"EN,NL,GE,IT,",
0660427GYR,Kathleen,Jones,female,44,1977-09-18,15,master,EU,D,30,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,"NL,GE,IT,",
3598585VHR,Christi,Mack,female,36,1984-11-12,10,master,EU,C,54,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO,"EN,SP,NL,GE,IT,",finance
4953299IVV,Anthony,Brumfield,male,29,1992-05-24,3,upper secondary,United Kingdom,C,56,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,"EN,F,SP,IT,",
3159867MQT,Gabriel,Palmer,male,52,1969-08-31,10,technical,Republic of South Africa,A,89,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,"NL,GE,IT,",
5105523KOJ,Chong,Story,female,26,1995-11-03,0,bachelor,Republic of South Africa,A,90,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,"F,",
9772800PJH,Juanita,Pena,female,38,1983-05-09,2,bachelor,EU,B,74,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,"SP,",
5808506TZO,John,Montenegro,male,21,2000-08-02,0,doctorate,EU,D,30,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,"EN,F,SP,GE,IT,",
5626911BRA,Kristen,Spurgeon,female,47,1974-10-05,8,upper secondary,Australia,E,14,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,"F,SP,NL,",
3736976TZK,Brendan,Mccan,male,31,1990-09-21,5,doctorate,EU,C,50,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,"F,NL,IT,",
4303204SHG,Eleanora,Edwards,female,38,1982-08-12,10,doctorate,EU,A,89,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,"NL,IT,",
3360406UNK,Gwen,Horton,female,67,1954-05-21,11,doctorate,EU,D,30,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,"GE,",
5382003OGN,Dorothy,Quigley,female,60,1961-12-06,10,doctorate,Czech Republic,D,29,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,"EN,F,GE,",
3892615YRY,Monica,Hager,female,33,1987-12-31,7,upper secondary,EU,E,17,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,"EN,F,NL,GE,",
0002717MZY,John,Lawrence,male,48,1973-09-15,1,technical,Australia,C,50,YES,NO,YES,NO,NO,YES,NO,YES,YES,YES,"EN,SP,NL,",
6153062RHW,James,Yoshina,male,62,1959-10-16,29,technical,EU,D,30,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,"F,NL,",
2609125WCL,Norma,Scoville,female,27,1994-09-08,1,bachelor,EU,B,75,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,"EN,F,SP,NL,IT,",
0360464PBN,Junior,Gonzalez,male,40,1981-05-22,14,bachelor,EU,C,50,NO,NO,YES,NO,YES,NO,YES,YES,YES,NO,"SP,GE,",
1127441IXZ,Sheri,Johnson,female,22,1999-04-05,0,bachelor,EU,E,10,YES,NO,YES,YES,NO,NO,YES,NO,YES,YES,"EN,F,SP,GE,IT,",
5666401TYT,Penni,Mackey,female,34,1987-09-10,8,technical,EU,,0,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,"F,SP,IT,",
6809622UHO,Dewey,Ma,male,45,1976-08-10,5,doctorate,EU,D,30,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,"SP,GE,IT,",
6779189HCY,Rachel,Warner,female,42,1979-07-22,16,technical,EU,E,9,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,"EN,GE,",
9477660WPT,Rachel,Lona,female,56,1964-12-25,2,bachelor,EU,B,70,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,"EN,F,SP,NL,GE,IT,",
4607367DYM,Barbara,Lewis,female,33,1988-01-11,7,technical,EU,,0,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,"EN,F,IT,",
9439835RHU,Charles,Kunert,male,56,1965-08-25,14,upper secondary,EU,B,66,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,"EN,F,NL,GE,",
9936387VMI,Robert,Beck,male,58,1963-04-21,18,technical,Republic of South Africa,C,50,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,"EN,F,SP,NL,GE,IT,",
1602683GFJ,Stephen,Vice,male,63,1958-05-17,2,doctorate,EU,A,91,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO,"F,SP,",
1140259UFR,Katherine,Williamson,female,46,1975-05-10,20,doctorate,Brazil,D,30,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,"F,NL,GE,IT,",
3671851GBQ,Rusty,Stevens,male,56,1965-06-26,14,master,EU,E,10,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,"EN,F,SP,GE,IT,",
3012425PDI,Alfred,Keegan,male,27,1994-06-01,1,upper secondary,EU,A,97,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,"F,SP,",
0080435ESL,Bobby,Longsworth,male,42,1979-09-16,16,bachelor,USA,A,90,YES,NO,YES,NO,YES,NO,YES,NO,NO,NO,"EN,F,NL,IT,",
1037074GDJ,Richard,Gingras,male,66,1955-06-13,0,upper secondary,EU,C,50,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,"GE,IT,",
8708413IDL,Deborah,Spigner,female,26,1995-10-21,0,upper secondary,USA,B,61,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,"F,GE,IT,",
6267279GYG,Cindy,Morris,female,34,1987-03-13,5,bachelor,EU,C,42,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,"F,GE,IT,",
5971130YEG,Nedra,Johnson,female,57,1964-02-01,20,bachelor,Republic of South Africa,A,90,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,"EN,F,NL,IT,",
6798310UTS,Perry,Iles,male,40,1981-05-01,12,bachelor,EU,A,90,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,"F,SP,NL,IT,",
9935519JWZ,Amy,Morissette,female,52,1969-02-24,13,master,United Kingdom,D,30,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,"EN,F,",
1245933YWD,Jesus,Coste,male,32,1989-05-22,0,technical,Republic of Cyprus,E,8,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,"EN,F,GE,",
2248253VQA,Carrie,Mcmullen,female,55,1966-03-14,5,master,EU,E,10,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,"F,SP,NL,IT,",
8574803BDQ,Lena,Martin,female,65,1956-09-19,11,upper secondary,EU,B,76,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,"SP,NL,GE,",
4519759VPE,Laura,Hemphill,female,27,1994-08-09,1,upper secondary,USA,A,90,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,"NL,IT,",
4650013VPB,John,Metz,male,37,1984-06-23,11,bachelor,United Kingdom,C,50,YES,NO,YES,NO,NO,YES,NO,YES,YES,NO,"SP,IT,",
1027764VKU,Janice,Martin,female,26,1995-06-04,0,master,EU,E,4,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"F,GE,",
0129391LEQ,Dorothy,Williams,female,54,1967-06-26,10,master,EU,D,30,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,"F,SP,IT,",
2394597IEK,Cathy,Jones,female,63,1958-11-11,2,upper secondary,Australia,E,10,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,"NL,IT,",
7109170FFA,Nancy,Gibson,female,63,1958-01-11,8,upper secondary,EU,E,6,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,"SP,NL,IT,",
8370432TVL,Bonnie,Alvarado,female,37,1984-05-29,11,master,EU,A,90,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,"F,NL,",
6864220URK,Robert,Cade,male,63,1957-12-17,33,master,EU,A,90,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,"EN,SP,NL,",finance
7816997GNM,Amy,Jamison,female,45,1976-02-05,7,bachelor,EU,E,10,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,"EN,F,SP,GE,IT,",
9589766IAH,Jean,Haywood,female,22,1999-08-15,0,bachelor,China,C,56,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,"EN,SP,NL,GE,",
0005634MAK,Anna,Kraft,female,53,1968-07-14,15,upper secondary,Australia,C,49,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,"IT,",
6526030TMT,Christian,Harrison,male,22,1999-04-06,0,doctorate,EU,D,30,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,"F,GE,IT,",
4171764IQU,Brandon,Kimball,male,36,1985-07-22,10,upper secondary,EU,D,34,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,"EN,SP,NL,GE,",
6663798SQN,James,Romero,male,42,1979-11-24,16,bachelor,EU,E,20,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,"F,SP,GE,IT,",
6372123MDV,John,Rimson,male,60,1961-11-21,14,upper secondary,EU,E,10,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,"EN,F,SP,NL,",
6885139OLV,Michael,Ling,male,49,1972-02-19,23,master,EU,A,90,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,"NL,IT,",
1992078XBY,Ione,Leblanc,female,42,1979-08-05,16,upper secondary,EU,A,98,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,"SP,NL,GE,",
8736392YTU,William,Keller,male,37,1984-07-10,11,bachelor,EU,E,10,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,"EN,IT,",
0596465CTS,Dean,Goodwin,male,39,1982-03-27,9,doctorate,EU,E,3,NO,NO,YES,NO,YES,YES,YES,YES,NO,NO,"F,NL,GE,IT,",
1591973OVZ,Cathy,Walker,female,47,1974-08-03,21,doctorate,EU,A,90,YES,NO,NO,YES,NO,YES,NO,NO,YES,YES,"EN,F,GE,IT,",
4463857DZA,Lucy,Borne,female,55,1966-09-20,0,upper secondary,Republic of Cyprus,C,55,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,"EN,F,SP,NL,GE,IT,",
8113845YST,Edward,Babel,male,46,1975-09-11,20,doctorate,EU,A,100,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,"NL,",
5402056IFP,James,Smart,male,45,1976-05-03,16,bachelor,EU,A,100,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,"EN,F,SP,IT,",
2966868YYM,Juan,Anthon,male,36,1985-02-18,0,bachelor,EU,D,30,NO,YES,NO,YES,YES,NO,YES,NO,NO,YES,"EN,F,SP,NL,",
3068777BHN,Lori,Milton,female,65,1956-02-10,29,master,EU,D,30,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,"EN,SP,",
5902130BUR,Emily,Mulherin,female,46,1975-01-09,20,master,Republic of Congo,E,10,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,"F,IT,",
9846071SOA,Kevin,Patel,male,24,1997-11-11,0,bachelor,EU,E,10,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,"F,",
6604529PSV,Christina,Smith,female,41,1980-09-19,15,master,EU,E,10,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,"IT,",
1922111WVN,Edward,Woods,male,60,1961-03-27,32,bachelor,EU,D,26,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,"F,NL,GE,",
8376445RNF,James,Kooser,male,30,1991-01-10,1,bachelor,EU,B,64,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,"SP,",
2780748FVR,Mallie,Bison,female,30,1991-05-27,4,bachelor,EU,B,70,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,"EN,F,SP,IT,",finance
7041052RWN,Linda,Miller,female,33,1988-06-18,7,technical,Australia,C,42,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,"SP,NL,GE,IT,",
4123972WJO,Nancy,Collier,female,59,1962-05-09,16,doctorate,EU,E,10,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,"F,SP,",
3500797FRA,Mike,Sanchez,male,18,2003-04-08,0,bachelor,EU,D,32,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,"EN,SP,",
4126556RIB,Julianne,Ader,female,32,1989-10-27,6,bachelor,EU,D,29,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,"F,NL,GE,IT,",
5808652BRQ,Joseph,Mitchell,male,40,1981-06-18,14,master,Brazil,A,100,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,"F,GE,IT,",
9168571PGV,Jose,Walters,male,25,1996-05-30,0,doctorate,EU,D,30,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,"EN,F,GE,IT,",
8746270ODH,Michael,Wakefield,male,25,1996-06-09,0,upper secondary,EU,,0,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,"EN,SP,GE,IT,",
3417118HJN,Veronica,Bellamy,female,21,2000-11-18,0,bachelor,EU,C,49,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,"EN,GE,IT,",
5097173DTE,Michael,Arguello,male,34,1987-07-17,8,doctorate,EU,C,50,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,"F,SP,NL,",
7631335LZV,Karen,Borysewicz,female,66,1955-06-22,6,technical,EU,C,56,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,"F,SP,NL,GE,",
7790743MJS,Sarah,Francis,female,53,1968-07-28,19,technical,EU,E,1,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,"IT,",
1383613AGH,Kristin,Phillips,female,46,1975-04-01,20,bachelor,EU,A,94,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,"EN,GE,",
6943219PKB,June,Miles,female,32,1989-05-21,6,upper secondary,Republic of Cyprus,D,39,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,"F,GE,",
6124103IZP,Paula,Allen,female,48,1973-08-22,0,technical,EU,C,50,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,"NL,GE,",
